Batch,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Collected on,2021/05/17 14:10:44,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2021/05/17 15:09:51,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13667 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 16:17:57,554,20,2.2788e-07,4.11328E-10,CF,32.196,3.177e-02,1,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7174e-08,1.0600e-07,9.3557e-08,9.3276e-08,9.3199e-08,9.2926e-08,0.96,2021/05/18 16:17:12,0.29,4437,8448,3.1766e-02,46.013,20,0.000,-3.0228e-13,-1.4003e-13,-1.5394e-13,-7.1531e-14,6.2352e-14,8.0574e-12,22.00,23.00,72.44,5.75702e-08,5.71641e-08,1.18855e-02,4.1832e-03,4.8349e-05,4.6544e-06,1.8750e-07,1.1971e-02,4.2052e-03,4.8980e-05,4.7028e-06,1.8898e-07,-7.1629,-5.2190,-12.8922,-10.2868,-12.0229,-10.3318,0.0009,0,60,-11.0780,0.0016,0,60,-0.4178,0.1251,5.8587,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13668 30-RJS-5166.25D.txt,30-RJS-5166.25D,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 17:47:10,452,21,1.2685e-07,2.806324E-10,CF,19.531,3.323e-02,1,3.1060e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2544e-08,1.0548e-07,5.3599e-08,5.3799e-08,5.3765e-08,5.3619e-08,0.96,2021/05/18 17:46:24,0.27,7110,8448,3.3227e-02,46.009,20,0.000,-2.8640e-13,-1.3257e-13,-1.4567e-13,-6.6049e-14,6.6304e-14,7.7391e-12,20.00,20.00,72.44,3.58369e-08,3.55298e-08,1.20404e-02,4.2745e-03,5.0067e-05,4.8438e-06,1.6122e-07,1.1968e-02,4.2041e-03,4.8975e-05,4.6880e-06,1.6094e-07,6.0072,16.7563,22.3065,33.2252,0.9289,2.9247,0.0012,0,60,10.7621,0.0027,0,60,-0.4647,-0.5495,-37.4109,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13669 30-RJS-5166.25E.txt,30-RJS-5166.25E,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 19:49:39,483,22,9.2606e-08,1.917318E-10,CF,14.160,3.177e-02,0,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1967e-08,1.0550e-07,8.8844e-08,8.9604e-08,8.9513e-08,8.9603e-08,0.96,2021/05/18 19:48:53,-0.10,4983,8448,3.1766e-02,46.011,20,0.000,-2.7636e-13,-1.2813e-13,-1.4053e-13,-6.1308e-14,7.3010e-14,7.7900e-12,32.00,32.00,72.44,4.30232e-08,4.11817e-08,1.20340e-02,4.2725e-03,4.9999e-05,4.8217e-06,1.2185e-07,1.1968e-02,4.2038e-03,4.8949e-05,4.6678e-06,1.1891e-07,5.4880,16.3394,21.4548,33.0067,18.3200,2.3865,0.0016,0,60,10.3483,0.0046,0,60,-0.3627,0.0591,-19.3564,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13670 30-RJS-5166.25F.txt,30-RJS-5166.25F,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 21:12:23,419,23,3.0416e-08,7.259264E-11,CF,3.326,3.106e-02,0,3.0369e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,4.1209e-08,1.0579e-07,2.9212e-08,5.3799e-08,5.3765e-08,5.3619e-08,0.96,2021/05/18 21:11:25,-29.12,8397,8446,3.1060e-02,46.003,20,0.000,-2.7112e-13,-1.2587e-13,-1.3797e-13,-6.1551e-14,6.9094e-14,7.3493e-12,28.00,28.00,72.44,2.28464e-08,1.60580e-08,1.20327e-02,4.2739e-03,5.0116e-05,4.8886e-06,2.2922e-07,1.1965e-02,4.2020e-03,4.8982e-05,4.7014e-06,1.7929e-07,5.6931,17.0995,23.1581,39.8026,240.0087,2.5786,0.0040,0,60,11.1043,0.0111,0,60,0.3576,5.1346,192.1298,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13671 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 22:34:28,390,24,1.3265e-07,3.401265E-10,CF,20.080,3.106e-02,1,3.1060e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0757e-08,1.0618e-07,5.5859e-08,5.6109e-08,5.6083e-08,5.5906e-08,0.96,2021/05/18 22:33:43,0.32,6702,8446,3.1060e-02,46.005,20,0.000,-2.6487e-13,-1.2322e-13,-1.3494e-13,-5.7973e-14,7.4369e-14,7.5075e-12,20.00,20.00,71.91,3.71650e-08,3.68224e-08,1.18827e-02,4.1815e-03,4.8316e-05,4.6306e-06,1.2856e-07,1.1967e-02,4.2029e-03,4.8944e-05,4.6779e-06,1.3022e-07,-7.0205,-5.0817,-12.8317,-10.1240,-15.9485,-10.1850,0.0010,0,60,-10.9417,0.0013,0,60,-0.6400,0.0136,1.4375,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13672 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 23:56:33,412,25,1.3909e-07,3.375906E-10,CF,21.179,3.106e-02,1,3.0369e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0121e-08,1.0594e-07,5.8683e-08,5.8932e-08,5.8923e-08,5.8730e-08,0.96,2021/05/18 23:55:48,0.33,6397,8446,3.1060e-02,46.005,20,0.000,-2.5941e-13,-1.2062e-13,-1.3205e-13,-5.3991e-14,8.0806e-14,7.7999e-12,20.00,21.00,71.91,3.88282e-08,3.84912e-08,1.20246e-02,4.2512e-03,4.9680e-05,4.7542e-06,7.0256e-08,1.1967e-02,4.2029e-03,4.8915e-05,4.6491e-06,7.1351e-08,4.8457,11.4980,15.6308,22.6140,-12.0645,1.8697,0.0011,0,60,5.5318,0.0018,0,60,-0.7228,-0.5025,-38.9871,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13673 23-RJS-5281.9.txt,23-RJS-5281.9,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 01:18:47,431,26,1.0672e-07,2.476087E-10,CF,16.571,3.106e-02,1,2.9034e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9467e-08,1.0558e-07,4.5785e-08,4.6031e-08,4.6027e-08,4.5874e-08,0.96,2021/05/19 01:18:01,0.33,7531,8446,3.1060e-02,46.005,20,0.000,-2.5773e-13,-1.1994e-13,-1.3131e-13,-5.4368e-14,7.8338e-14,7.6398e-12,19.00,20.00,71.91,3.12031e-08,3.09117e-08,1.20238e-02,4.2663e-03,4.9852e-05,4.7669e-06,8.0781e-09,1.1966e-02,4.2026e-03,4.8897e-05,4.6269e-06,9.2369e-09,4.8554,15.1686,19.5331,30.2280,-8.1087,1.7535,0.0011,0,60,9.1846,0.0025,0,60,-0.4628,-0.3292,-41.9993,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13674 23-RJS-5534.9.txt,23-RJS-5534.9,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 02:39:58,407,27,4.2392e-08,1.04157E-10,CF,5.768,3.249e-02,0,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8946e-08,1.0582e-07,4.0689e-08,4.1057e-08,4.1046e-08,4.1269e-08,0.96,2021/05/19 02:39:12,-0.54,8111,8446,3.2488e-02,46.005,20,0.000,-2.7073e-13,-1.2555e-13,-1.3739e-13,-6.1149e-14,6.9523e-14,7.4449e-12,29.00,28.00,71.91,2.27251e-08,2.16247e-08,1.20233e-02,4.2621e-03,4.9615e-05,4.5813e-06,-3.7794e-07,1.1965e-02,4.2024e-03,4.8722e-05,4.4622e-06,-3.4422e-07,4.8416,14.2171,18.3191,26.5455,85.7774,1.7717,0.0019,0,60,8.2378,0.0060,0,60,-0.7173,-2.0328,50.6318,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13675 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 04:02:24,441,28,1.5555e-07,3.527102E-10,CF,23.224,3.249e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8626e-08,1.0564e-07,6.4969e-08,6.5247e-08,6.5217e-08,6.5004e-08,0.96,2021/05/19 04:01:39,0.33,5807,8444,3.2488e-02,46.009,20,0.000,-2.8777e-13,-1.3327e-13,-1.4598e-13,-6.7331e-14,6.5607e-14,7.7587e-12,21.00,21.00,71.91,4.23786e-08,4.20627e-08,1.19123e-02,4.2239e-03,4.8833e-05,4.6380e-06,-3.7423e-08,1.1969e-02,4.2044e-03,4.8866e-05,4.5965e-06,-3.3464e-08,-4.7610,4.6314,-0.6652,9.0138,54.9343,-8.1172,0.0008,0,60,-1.2806,0.0011,0,60,-0.2949,-0.2680,50.7059,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13676 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 05:24:41,412,29,3.5415e-08,8.595802E-11,CF,4.547,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.7946e-08,1.0605e-07,3.3986e-08,4.1057e-08,4.1046e-08,4.1269e-08,0.96,2021/05/19 05:23:44,-11.48,8397,8449,3.2488e-02,46.009,20,0.000,-2.9591e-13,-1.3702e-13,-1.5011e-13,-7.3060e-14,5.5593e-14,7.3403e-12,28.00,28.00,71.91,2.12649e-08,1.81180e-08,1.18818e-02,4.1818e-03,4.8219e-05,4.5239e-06,-9.9681e-08,1.1967e-02,4.2030e-03,4.8861e-05,4.5828e-06,-7.1304e-08,-7.0906,-5.0606,-13.1472,-12.9256,314.6148,-10.2603,0.0018,0,60,-10.9206,0.0039,0,60,-0.9075,-2.8592,337.8986,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13677 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 06:45:28,509,30,6.9315e-08,1.361796E-10,CF,10.986,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7599e-08,1.0605e-07,6.6546e-08,6.7166e-08,6.7144e-08,6.7302e-08,0.96,2021/05/19 06:44:42,-0.23,5612,8448,3.2488e-02,46.009,20,0.000,-3.0154e-13,-1.3965e-13,-1.5301e-13,-7.4417e-14,5.7310e-14,7.6407e-12,31.00,30.00,71.91,3.41455e-08,3.26661e-08,1.18832e-02,4.1825e-03,4.8288e-05,4.5873e-06,4.2018e-08,1.1969e-02,4.2044e-03,4.8920e-05,4.6356e-06,4.6114e-08,-7.1827,-5.2080,-12.9152,-10.4215,-98.9855,-10.3533,0.0014,0,60,-11.0671,0.0019,0,60,-0.4313,-0.0330,-82.6793,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13678 23-RJS-5607.txt,23-RJS-5607,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 08:14:23,480,31,1.7206e-07,3.58465E-10,CF,25.787,3.398e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2912e-08,1.0584e-07,7.1538e-08,7.1769e-08,7.1719e-08,7.1521e-08,0.96,2021/05/19 08:13:37,0.28,5857,8448,3.3983e-02,46.009,20,0.000,-3.0163e-13,-1.3990e-13,-1.5346e-13,-7.2398e-14,6.1262e-14,7.9832e-12,21.00,22.00,71.91,4.60303e-08,4.56987e-08,1.20175e-02,4.2626e-03,4.9748e-05,4.7588e-06,3.9005e-08,1.1971e-02,4.2052e-03,4.8912e-05,4.6332e-06,3.9961e-08,3.9080,13.6615,17.0763,27.0967,-81.1190,0.7972,0.0008,0,60,7.6869,0.0020,0,60,-0.4415,-0.4019,-109.0277,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13679 26-RJS-5471.8.txt,26-RJS-5471.8,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 09:34:50,418,32,9.4192e-08,2.253393E-10,CF,14.587,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2104e-08,1.0599e-07,9.0365e-08,9.1074e-08,9.0976e-08,9.0804e-08,0.96,2021/05/19 09:34:04,0.19,4942,8448,3.2488e-02,46.011,20,0.000,-3.0400e-13,-1.4086e-13,-1.5442e-13,-7.1257e-14,6.6215e-14,8.4087e-12,32.00,32.00,71.91,4.34226e-08,4.17553e-08,1.20283e-02,4.2694e-03,4.9897e-05,4.7836e-06,5.7411e-08,1.1971e-02,4.2052e-03,4.8938e-05,4.6420e-06,5.8837e-08,4.8242,15.2487,19.5981,30.4840,-19.8986,1.7176,0.0016,0,60,9.2644,0.0043,0,60,-0.4448,-0.2385,-53.5050,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13680 26-RJS-5475.6.txt,26-RJS-5475.6,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 10:56:44,449,33,5.0008e-08,1.11377E-10,CF,7.202,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1429e-08,1.0557e-07,4.7997e-08,4.8532e-08,4.8466e-08,4.8736e-08,0.96,2021/05/19 10:55:59,-0.55,7534,8448,3.2488e-02,46.007,20,0.000,-3.0400e-13,-1.4093e-13,-1.5436e-13,-7.5374e-14,5.5397e-14,7.6917e-12,30.00,29.00,71.91,2.61327e-08,2.49178e-08,1.20300e-02,4.2758e-03,5.0014e-05,4.8144e-06,8.3822e-08,1.1969e-02,4.2042e-03,4.8954e-05,4.6563e-06,8.4751e-08,5.1310,17.0066,21.6345,33.9300,-5.9785,1.9837,0.0017,0,60,11.0131,0.0061,0,60,-0.4666,-0.3600,-43.6330,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13681 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 12:19:32,457,34,3.1362e-08,6.862611E-11,CF,3.418,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,4.0906e-08,1.0603e-07,3.0104e-08,9.1074e-08,9.0976e-08,9.0804e-08,0.96,2021/05/19 12:18:35,-27.35,8398,8448,3.2488e-02,46.007,20,0.000,-3.0463e-13,-1.4130e-13,-1.5482e-13,-7.7711e-14,5.0086e-14,7.2885e-12,28.00,28.00,71.91,2.26485e-08,1.62541e-08,1.20250e-02,4.2521e-03,4.9709e-05,4.7495e-06,4.4785e-08,1.1968e-02,4.2038e-03,4.8937e-05,4.6419e-06,5.1024e-08,4.7881,11.4983,15.7873,23.1778,-127.8874,1.8084,0.0031,0,60,5.5322,0.0102,0,60,-0.5101,0.0478,-151.6115,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13683 30-RJS-5415.txt,30-RJS-5415,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 16:05:52,457,37,2.0910e-08,4.575583E-11,CF,1.221,3.323e-02,0,3.3227e-02,14816, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.9736e-08,1.0543e-07,2.0071e-08,7.2772e-08,7.2735e-08,7.2530e-08,0.96,2021/05/19 16:04:54,-49.73,8397,8444,3.3227e-02,46.007,20,0.000,-2.9131e-13,-1.3544e-13,-1.4820e-13,-7.5910e-14,4.6849e-14,6.4176e-12,26.00,28.00,71.72,2.21148e-08,1.14461e-08,1.20278e-02,4.2591e-03,4.9785e-05,4.7248e-06,-7.1003e-08,1.1967e-02,4.2031e-03,4.8910e-05,4.6194e-06,-8.5855e-09,5.1083,13.3082,17.8861,22.7573,-867.5337,2.0869,0.0047,0,60,7.3327,0.0156,0,60,-0.5339,-3.9322,-871.5406,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13684 NO-08.txt,NO-08,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 17:27:47,451,38,1.5299e-07,3.392339E-10,CF,23.651,3.177e-02,1,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9295e-08,1.0575e-07,6.4242e-08,6.4518e-08,6.4472e-08,6.4287e-08,0.96,2021/05/19 17:27:01,0.29,5926,8446,3.1766e-02,46.011,20,0.000,-2.9435e-13,-1.3690e-13,-1.4946e-13,-7.2046e-14,5.7435e-14,7.4449e-12,21.00,21.00,71.93,4.19801e-08,4.17062e-08,1.20130e-02,4.2352e-03,4.9426e-05,4.7095e-06,4.9862e-08,1.1970e-02,4.2047e-03,4.8914e-05,4.6431e-06,5.1506e-08,3.6042,7.2580,10.4627,14.3018,-33.4969,0.6948,0.0009,0,60,1.3150,0.0016,0,60,-0.4164,-0.2630,-50.7877,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13685 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 18:50:00,407,39,1.2900e-07,3.169608E-10,CF,20.142,3.106e-02,1,3.0369e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8613e-08,1.0584e-07,5.4532e-08,5.4779e-08,5.4737e-08,5.4581e-08,0.96,2021/05/19 18:49:15,0.29,6553,8446,3.1060e-02,46.011,20,0.000,-2.9579e-13,-1.3730e-13,-1.5039e-13,-7.1831e-14,5.9223e-14,7.5764e-12,20.00,20.00,71.93,3.63907e-08,3.61039e-08,1.18855e-02,4.1833e-03,4.8295e-05,4.5871e-06,3.5957e-08,1.1970e-02,4.2046e-03,4.8925e-05,4.6342e-06,4.0191e-08,-7.0192,-5.0611,-12.8847,-10.1649,-140.0475,-10.1844,0.0011,0,60,-10.9212,0.0014,0,60,-0.7153,-0.0691,-124.8894,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13686 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 20:12:19,422,40,1.4377e-07,3.40689E-10,CF,22.186,3.106e-02,1,3.0369e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8010e-08,1.0574e-07,6.0245e-08,6.0513e-08,6.0496e-08,6.0300e-08,0.96,2021/05/19 20:11:34,0.33,6054,8444,3.1060e-02,46.011,20,0.000,-2.9751e-13,-1.3824e-13,-1.5118e-13,-7.1670e-14,5.9867e-14,7.7301e-12,20.00,21.00,71.93,3.96977e-08,3.94059e-08,1.20280e-02,4.2532e-03,4.9702e-05,4.7565e-06,7.0771e-08,1.1970e-02,4.2049e-03,4.9676e-05,4.6654e-06,3.1062e-07,4.8460,11.4843,4.6208,19.6596,-71.5723,1.8705,0.0012,0,60,5.5182,0.0024,0,60,-11.5434,-3.3635,-96.8542,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13687 NO-43.txt,NO-43,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 21:41:26,427,41,1.3701e-07,3.208579E-10,CF,20.843,3.249e-02,1,3.0369e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1218e-08,1.0574e-07,5.7735e-08,5.7976e-08,5.7953e-08,5.7767e-08,0.96,2021/05/19 21:40:41,0.32,6603,8449,3.2488e-02,46.007,20,0.000,-2.9613e-13,-1.3758e-13,-1.5050e-13,-7.1588e-14,5.9778e-14,7.6693e-12,20.00,21.00,71.93,3.82290e-08,3.79500e-08,1.20166e-02,4.2330e-03,4.9440e-05,4.7117e-06,7.4485e-08,1.1970e-02,4.2047e-03,4.8936e-05,4.6502e-06,7.6728e-08,3.9184,6.7402,10.2863,13.2025,-28.1902,1.0471,0.0009,0,60,0.7991,0.0016,0,60,-0.4074,-0.3191,-44.9275,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13688 26-RJS-5497.txt,26-RJS-5497,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 23:01:51,462,42,1.0062e-07,2.177911E-10,CF,16.022,3.106e-02,0,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0612e-08,1.0561e-07,9.6594e-08,9.7242e-08,9.7136e-08,9.7246e-08,0.96,2021/05/19 23:01:06,-0.11,4612,8449,3.1060e-02,46.011,20,0.000,-2.9669e-13,-1.3780e-13,-1.5078e-13,-6.7808e-14,6.8522e-14,8.3765e-12,33.00,32.00,71.93,4.58341e-08,4.39607e-08,1.20334e-02,4.2724e-03,4.9951e-05,4.7862e-06,4.2708e-08,1.1970e-02,4.2051e-03,4.8930e-05,4.6372e-06,4.4953e-08,5.2710,16.0174,20.8596,32.1139,-74.5011,2.1667,0.0015,0,60,10.0284,0.0047,0,60,-0.4113,-0.1720,-107.9908,
